
2024/03/23 (11:54:05) | ===> btop++ v.1.3.2
2024/03/25 (22:01:15) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:01:16) | DEBUG: Writing new config file
2024/03/25 (22:01:16) | INFO: Quitting! Runtime: 00:00:47

2024/03/26 (14:03:48) | ===> btop++ v.1.3.2
2024/03/26 (14:03:48) | INFO: Logger set to DEBUG
2024/03/26 (14:03:48) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/26 (14:03:48) | INFO: Running on /dev/pts/3
2024/03/26 (14:03:49) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/26 (14:03:49) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/26 (14:03:49) | DEBUG: Shared::init() : Initialized.
2024/03/26 (14:03:49) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/26 (14:04:11) | DEBUG: Writing new config file
2024/03/26 (14:04:11) | INFO: Quitting! Runtime: 00:00:23

2024/03/26 (20:35:06) | ===> btop++ v.1.3.2
2024/03/26 (20:35:06) | INFO: Logger set to DEBUG
2024/03/26 (20:35:06) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/26 (20:35:06) | INFO: Running on /dev/pts/0
2024/03/26 (20:35:06) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/26 (20:35:06) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/26 (20:35:06) | DEBUG: Shared::init() : Initialized.
2024/03/26 (20:35:06) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme

2024/03/27 (10:34:52) | ===> btop++ v.1.3.2
2024/03/27 (10:34:52) | INFO: Logger set to DEBUG
2024/03/27 (10:34:52) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/27 (10:34:52) | INFO: Running on /dev/pts/1
2024/03/27 (10:34:52) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/27 (10:34:52) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/27 (10:34:52) | DEBUG: Shared::init() : Initialized.
2024/03/27 (10:34:52) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme

2024/03/27 (10:41:46) | ===> btop++ v.1.3.2
2024/03/27 (10:41:46) | INFO: Logger set to DEBUG
2024/03/27 (10:41:46) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/27 (10:41:46) | INFO: Running on /dev/pts/1
2024/03/27 (10:41:46) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/27 (10:41:46) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/27 (10:41:46) | DEBUG: Shared::init() : Initialized.
2024/03/27 (10:41:46) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme

2024/03/27 (14:44:06) | ===> btop++ v.1.3.2
2024/03/27 (14:44:06) | INFO: Logger set to DEBUG
2024/03/27 (14:44:06) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/27 (14:44:06) | INFO: Running on /dev/pts/0
2024/03/27 (14:44:06) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/27 (14:44:06) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/27 (14:44:06) | DEBUG: Shared::init() : Initialized.
2024/03/27 (14:44:06) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/27 (14:44:41) | DEBUG: Writing new config file
2024/03/27 (14:44:41) | INFO: Quitting! Runtime: 00:00:35

2024/03/27 (14:47:09) | ===> btop++ v.1.3.2
2024/03/27 (14:47:09) | INFO: Logger set to DEBUG
2024/03/27 (14:47:09) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/27 (14:47:09) | INFO: Running on /dev/pts/1
2024/03/27 (14:47:10) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/27 (14:47:10) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/27 (14:47:10) | DEBUG: Shared::init() : Initialized.
2024/03/27 (14:47:10) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/27 (14:47:47) | INFO: Quitting! Runtime: 00:00:38

2024/03/27 (14:48:35) | ===> btop++ v.1.3.2
2024/03/27 (14:48:35) | INFO: Logger set to DEBUG
2024/03/27 (14:48:35) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/27 (14:48:35) | INFO: Running on /dev/pts/0
2024/03/27 (14:48:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/27 (14:48:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/27 (14:48:35) | DEBUG: Shared::init() : Initialized.
2024/03/27 (14:48:35) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/27 (14:48:42) | INFO: Quitting! Runtime: 00:00:07

2024/03/28 (06:39:18) | ===> btop++ v.1.3.2
2024/03/28 (06:39:18) | INFO: Logger set to DEBUG
2024/03/28 (06:39:18) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/28 (06:39:18) | INFO: Running on /dev/pts/0
2024/03/28 (06:39:19) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/28 (06:39:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/28 (06:39:19) | DEBUG: Shared::init() : Initialized.
2024/03/28 (06:39:19) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/28 (06:39:59) | INFO: Quitting! Runtime: 00:00:41
